Token,bible_1.txt,bible_10.txt,bible_11.txt,bible_12.txt,bible_13.txt,bible_14.txt,bible_15.txt,bible_2.txt,bible_3.txt,bible_4.txt,bible_5.txt,bible_6.txt,bible_7.txt,bible_8.txt,bible_9.txt
aileth,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1
ain,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0
air,8,0,0,5,5,5,2,0,2,2,4,0,3,1,2
ajah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajalon,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
ak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
akan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akkub,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
akrabbim,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
alabaster,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
alameth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
alammelech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alamoth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
alarm,0,1,1,1,0,0,0,5,0,0,0,1,0,0,1
alas,0,2,3,0,0,0,6,1,2,2,4,0,0,0,0
albeit,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
alemeth,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
alexander,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
alexandria,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
alexandrians,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
algum,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
aliah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
alian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
alien,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
alienate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
alienated,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0
aliens,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
alike,0,0,0,0,0,1,0,0,2,0,1,0,1,3,3
alive,17,5,1,2,5,8,3,4,14,5,15,3,0,5,1
all,377,488,335,296,289,460,186,378,509,401,439,484,353,327,316
alleging,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
allegory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
alleluia,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
allied,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
allon,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allonbachuth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allow,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
allowance,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
allowed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
alloweth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
allure,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
almighty,7,2,1,0,0,1,8,0,2,2,0,0,31,2,1
almodad,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
almon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
almond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
almondiblathaim,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
almonds,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
almost,1,0,0,0,1,4,2,0,0,0,0,0,0,4,0
alms,0,0,0,4,8,1,0,0,0,0,0,0,0,0,0
almsdeeds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
almug,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
aloes,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1
alone,7,3,4,10,20,5,3,5,6,4,6,4,14,6,12
along,2,1,0,0,0,0,0,0,3,19,3,2,0,0,0
aloof,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aloth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aloud,1,0,5,1,0,0,0,0,0,0,2,0,2,6,3
alpha,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
alphaeus,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
already,1,0,0,4,8,8,4,0,0,0,0,0,2,0,5
also,110,99,95,104,163,262,100,54,54,88,113,117,163,117,132
altar,18,4,19,12,1,4,11,154,22,28,37,41,17,4,6
altars,0,8,7,0,0,1,0,2,6,1,2,12,12,1,3
alter,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
alteration,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
altered,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
altereth,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
alternate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
although,1,4,0,2,0,0,1,0,0,1,3,0,4,0,0
altogether,3,4,0,0,1,3,0,0,5,0,0,1,3,6,3
alush,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
alvah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alway,0,0,0,1,2,7,2,2,2,0,2,1,1,2,1
always,1,1,1,6,9,22,5,2,4,0,0,2,2,5,2
am,75,61,85,54,102,97,25,62,16,42,44,13,45,71,82
amad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
amal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
amalek,9,0,0,0,0,0,0,0,4,6,2,2,0,1,0
amalekite,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
amalekites,1,0,0,0,0,0,0,2,2,14,4,1,0,0,0
amam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
amana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
amariah,0,0,0,1,0,0,0,0,0,0,0,8,7,0,0
amasa,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0
amasai,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
amashai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
amasiah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
amazed,1,0,1,9,7,0,0,0,0,1,0,0,1,0,1
amazement,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
amaziah,0,0,3,0,0,0,0,0,0,0,0,26,11,0,0
ambassador,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
ambassadors,0,1,0,0,0,1,0,0,1,0,0,0,2,0,3
ambassage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
amber,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ambush,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
ambushes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ambushment,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ambushments,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
amen,0,1,0,3,2,22,24,2,12,0,1,1,3,7,0
amend,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2
amends,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
amerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
amethyst,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ami,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
amiable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aminadab,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
amiss,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
amittai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ammah,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ammi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ammiel,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0
ammihud,0,0,0,0,0,0,0,5,2,0,1,2,0,0,0
amminadab,1,0,0,0,0,0,0,5,0,2,0,5,0,0,0
amminadib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ammishaddai,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ammizabad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ammon,1,3,2,2,0,0,0,0,7,32,19,20,3,1,1
ammonite,0,0,0,0,0,0,0,0,1,2,1,1,4,0,0
ammonites,0,7,7,0,0,0,0,0,1,1,2,1,4,0,0
ammonitess,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
amnon,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0
amnons,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
amok,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
amon,0,1,0,3,0,0,0,0,0,0,1,7,6,0,1
among,30,73,76,63,61,80,20,95,108,77,23,43,44,66,57
amongst,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amorite,3,2,2,0,0,0,0,2,3,1,0,1,0,0,0
amorites,6,0,0,0,0,0,0,2,31,24,4,2,2,2,0
amos,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
amounting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
amoz,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
amphipolis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
amplias,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
amram,3,0,0,0,0,0,0,1,2,0,0,7,1,0,0
amramites,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
amrams,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
amraphel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amzi,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
an,122,98,121,88,64,98,87,249,138,111,110,98,92,94,133
anab,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
anah,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0
anaharath,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
anaiah,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
anak,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0
anakims,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
anamim,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anammelech,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anani,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ananiah,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ananias,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0
anath,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
anathema,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
anathoth,0,6,0,0,0,0,0,0,0,1,1,2,4,0,2
ancestors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
anchor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anchors,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ancient,0,2,4,0,0,0,0,0,1,1,0,2,2,2,12
ancients,0,5,1,0,0,0,0,0,0,1,0,0,0,1,2
and,4922,3025,3450,3800,3510,2234,2047,3698,3561,4399,4289,4559,3446,1960,2863
andrew,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0
andronicus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
anem,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
aner,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anethothite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
anetothite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
angel,13,0,3,40,20,6,51,4,11,23,13,10,1,3,3
angels,4,0,0,19,11,10,43,0,0,0,0,0,2,7,0
anger,7,49,20,8,0,4,0,5,27,14,13,12,14,30,31
angered,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
angle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
angry,3,1,5,1,3,1,2,1,4,1,3,2,4,7,6
anguish,2,2,0,0,1,2,0,0,1,0,1,0,2,2,4
aniam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
anise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ankle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ankles,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
anna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
annas,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
anoint,0,0,4,3,1,0,1,12,1,7,5,0,0,0,1
anointed,0,2,1,3,9,1,1,20,1,11,21,12,2,12,2
anointedst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anointest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anointing,0,0,0,0,0,0,3,23,1,0,0,0,0,0,1
anon,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
another,23,22,29,37,49,86,46,34,13,22,21,11,27,6,22
anothers,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
answer,3,7,4,11,10,7,3,0,5,3,8,4,35,14,17
answerable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
answered,21,6,21,99,109,13,1,2,10,59,74,21,47,4,5
answeredst,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
answerest,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0
answereth,0,0,0,3,1,1,0,0,0,0,2,0,1,2,3
answering,0,0,0,9,21,0,1,0,0,0,0,0,0,0,0
answers,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
ant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
antichrist,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
antichrists,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
antioch,0,0,0,0,9,9,1,0,0,0,0,0,0,0,0
antipas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
antipatris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
antiquity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
antothijah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
antothite,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anub,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anvil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
any,44,50,55,52,63,120,94,126,106,55,54,33,37,24,36
anyone,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
anything,1,0,0,0,0,0,2,0,2,0,1,0,1,0,0
anywhere,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
apace,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
apart,1,0,1,18,0,0,1,2,0,0,0,0,1,0,0
apelles,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
apes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
apharsachites,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
apharsathchites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
apharsites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aphek,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0
aphekah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aphiah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aphik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aphrah,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aphses,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
apiece,0,1,1,0,2,0,0,2,1,0,1,0,0,0,0
apollonia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
apollos,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0
apollyon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
apostle,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0
apostles,0,0,0,2,28,26,5,0,0,0,0,0,0,0,0
apostleship,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
apothecaries,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
apothecary,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
appaim,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
apparel,0,0,1,2,2,2,2,0,0,1,5,2,7,0,4
apparelled,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
apparently,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
appeal,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
appealed,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
appear,2,1,1,5,2,9,10,9,3,3,0,1,0,3,6
appearance,0,20,11,0,1,3,0,2,0,1,0,0,0,0,0
appearances,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
appeared,17,4,3,10,9,3,5,2,4,4,6,2,1,0,0
appeareth,0,0,0,3,0,0,1,2,1,0,0,0,0,1,2
appearing,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
appears,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
appease,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appeased,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
appeaseth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
appertain,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
appertained,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
appertaineth,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
appetite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
apphia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
appii,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
apple,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2
apples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
applicable,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
applied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
apply,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
appoint,3,6,6,1,3,0,0,6,2,3,5,1,3,0,2
appointed,5,5,10,4,5,9,6,5,1,12,9,13,28,8,6
appointeth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
appointment,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
apprehend,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
apprehended,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
approach,0,2,3,0,0,1,1,7,4,0,0,0,1,1,0
approached,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
approacheth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
approaching,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
approve,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
approved,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
approvest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
approveth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
approving,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
aprons,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
apt,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
aquila,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
ar,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
ara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arab,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
arabah,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
arabia,0,1,1,0,0,2,0,0,0,0,1,1,0,0,2
arabian,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
arabians,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0
arad,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
arah,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
aram,3,0,0,2,1,0,0,0,1,0,0,3,0,0,0
aramitess,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
aran,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ararat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
araunah,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
arba,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
arbah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arbathite,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
arbite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
archangel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
archelaus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
archer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
archers,1,1,0,0,0,0,0,0,0,1,2,3,2,0,2
arches,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
archevites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
archi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
archippus,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
archite,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
archive,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
arcturus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ard,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ardites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ardon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
are,155,219,178,168,174,460,234,94,153,82,74,114,212,333,320
areli,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
arelites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
areopagite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
areopagus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
aretas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
argob,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
arguing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
arguments,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aridai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aridatha,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
arieh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ariel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
aright,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
arimathaea,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
arioch,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
arisai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
arise,13,10,16,11,15,4,2,0,7,8,21,4,8,16,15
ariseth,0,0,0,3,1,0,1,0,0,0,1,0,0,2,3
arising,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aristarchus,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
aristobulus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ark,28,0,0,1,1,0,4,32,39,41,33,48,1,1,1
arkite,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arm,2,7,6,3,2,0,1,0,8,2,2,2,7,9,16
armageddon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
armed,1,0,0,0,1,0,0,0,14,4,0,4,2,2,2
armenia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
armholes,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
armies,4,0,0,1,1,0,3,12,2,8,2,4,1,3,2
armoni,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
armour,0,0,1,0,1,4,0,0,0,5,7,4,0,0,2
armourbearer,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0
armoury,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
arms,1,1,12,3,0,0,0,0,1,2,1,1,1,2,4
army,2,21,19,1,0,1,2,0,1,11,3,13,4,0,4
arnan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arnon,0,1,0,0,0,0,0,0,13,9,0,1,0,0,1
arod,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
arodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arodites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aroer,0,1,0,0,0,0,0,0,4,6,2,2,0,0,1
aroerite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arose,9,2,3,22,24,6,1,0,3,45,34,10,11,1,2
arpad,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1
arphad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
arphaxad,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0
array,0,4,1,0,0,1,1,0,0,9,6,8,3,0,2
arrayed,1,0,0,1,3,0,3,0,0,0,0,1,2,0,0
arrived,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
arrogancy,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
arrow,0,2,0,1,0,0,0,0,0,3,0,4,1,3,2
arrows,0,5,3,1,0,0,0,0,3,6,1,4,3,12,3
art,36,23,37,36,57,21,24,7,25,27,44,9,25,72,51
artaxerxes,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
artemas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
artificer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
artificers,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
artillery,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
arts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
aruboth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
arumah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
arvad,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
arvadite,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arza,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
as,172,224,243,247,252,391,239,164,229,176,220,134,219,253,367
asa,0,1,0,2,0,0,0,0,0,0,25,31,0,0,0
asahel,0,0,0,0,0,0,0,0,0,0,12,4,2,0,0
asahiah,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
asaiah,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
asaph,0,0,0,0,0,0,0,0,0,0,0,20,12,0,1
asaphs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
asareel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
asarelah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
asas,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ascend,0,2,1,0,2,1,1,0,1,0,0,0,0,3,2
ascended,1,0,0,0,3,4,2,1,2,4,0,0,0,1,1
ascendeth,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ascending,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0
ascent,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
ascii,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ascribe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ascribed,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
asenath,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aser,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ashamed,1,16,10,5,4,10,10,1,0,1,3,2,8,23,28
ashan,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
ashbea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ashbel,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ashbelites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ashchenaz,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ashdod,0,1,2,2,0,0,0,0,0,10,0,0,4,0,2
ashdodites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ashdothites,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
